S.No    Name                         Category                    WordCount
1    Diablo_Cody.txt               ENTP                    5617
2    Kevin_Barnes.txt              ENTP                    6066
3    Hugh_Grant.txt                ENTP                    16851
4    Terry_Gilliam.txt             ENTP                    16090
5    Catherine_the_Great.txt       ENTP                    13865
6    Gillian_Anderson.txt          ENTP                    6358
7    Jon_Stewart.txt               ENTP                    15267
8    Jeremy_Clarkson.txt           ENTP                    10174
9    Murray_Rothbard.txt           ENTP                    16253
10    Karl_Popper.txt               ENTP                    18761
11    Sacha_Baron_Cohen.txt         ENTP                    9403
12    Rowan_Atkinson.txt            ENTP                    7224
13    Henry_Kissinger.txt           ENTP                    11845
14    Karl_Lagerfeld.txt            ENTP                    13284
15    Matthew_Inman.txt             ENTP                    7077
16    Socrates.txt                  ENTP                    9531
17    John_Cleese.txt               ENTP                    15565
18    Celine_Dion.txt               ENTP                    30090
19    Elizabeth_Olsen.txt           ENTP                    4364
20    Werner_Heisenberg.txt         ENTP                    16513
21    Rose_McGowan.txt              ENTP                    11377
22    Steve_Wozniak.txt             ENTP                    13852
23    Barack_Obama.txt              ENTP                    25045
24    Robert_Downey_Jr..txt         ENTP                    30232
25    Benjamin_Franklin.txt         ENTP                    43827
26    John_Stuart_Mill.txt          ENTP                    23637
27    Leonardo_da_Vinci.txt         ENTP                    14962
28    Megan_Mullally.txt            ENTP                    5744
29    Edmund_Burke.txt              ENTP                    21404
30    Salma_Hayek.txt               ENTP                    9998
31    Bill_Maher.txt                ENTP                    11926
32    David_Hume.txt                ENTP                    27582
33    Adam_Savage.txt               ENTP                    5265
34    Cedric_Bixler-Zavala.txt      ENTP                    3368
35    David_Hyde_Pierce.txt         ENTP                    19710
36    Newt_Gingrich.txt             ENTP                    27911
37    Richard_Feynman.txt           ENTP                    17655
38    Bertrand_Russell.txt          ENTP                    17643
39    Siouxsie_Sioux.txt            ENTP                    20319
40    Matthew_Perry.txt             ENTP                    21135
41    Voltaire.txt                  ENTP                    10451
42    Niccolo_Machiavelli.txt       ENTP                    5928
43    Federico_Fellini.txt          ENTP                    13786
44    Bill_Hicks.txt                ENTP                    12452
45    Stephen_Fry.txt               ENTP                    34195
46    Neil_Patrick_Harris.txt       ENTP                    7943
47    Maddox.txt                    ENTP                    13966
48    Stephen_Colbert.txt           ENTP                    26253
49    Alexander_Hamilton.txt        ENTJ                    21332
50    Penn_Jillette.txt             ENTJ                    11115
51    George_Clooney.txt            ENTJ                    17042
52    Bill_Gates.txt                ENTJ                    16195
53    Madeleine_Albright.txt        ENTJ                    11934
54    Matt_Damon.txt                ENTJ                    13385
55    Nancy_Pelosi.txt              ENTJ                    11397
56    Jack_Welch.txt                ENTJ                    10735
57    Napoleon_Bonaparte.txt        ENTJ                    17063
58    Katharine_Hepburn.txt         ENTJ                    37797
59    Al_Gore.txt                   ENTJ                    12797
60    Karl_Rove.txt                 ENTJ                    16650
61    Rush_Limbaugh.txt             ENTJ                    15455
62    Rahm_Emanuel.txt              ENTJ                    8499
63    Julius_Caesar.txt             ENTJ                    9645
64    David_Letterman.txt           ENTJ                    27984
65    Adele.txt                     ENTJ                    8408
66    Cobie_Smulders.txt            ENTJ                    5370
67    Margaret_Thatcher.txt         ENTJ                    20495
68    Garry_Kasparov.txt            ENTJ                    16990
69    Aristotle.txt                 ENTJ                    19106
70    Carl_Sagan.txt                ENTJ                    13244
71    Dick_Cheney.txt               ENTJ                    33600
72    Aung_San_Suu_Kyi.txt          ENTJ                    16822
73    Peter_Thiel.txt               ENTJ                    9219
74    Charlize_Theron.txt           ENTJ                    14520
75    Tea_Leoni.txt                 ENTJ                    4229
76    Michio_Kaku.txt               ENFP                    7142
77    Walt_Disney.txt               ENFP                    14500
78    Orson_Welles.txt              ENFP                    25856
79    Rachel_Maddow.txt             ENFP                    8065
80    Jacques_Derrida.txt           ENFP                    21932
81    George_Carlin.txt             ENFP                    21129
82    Osho.txt                      ENFP                    14441
83    Ellen_DeGeneres.txt           ENFP                    9970
84    Kurt_Vonnegut.txt             ENFP                    12438
85    Brian_Cox.txt                 ENFP                    25393
86    Joseph_Campbell.txt           ENFP                    15000
87    Oscar_Wilde.txt               ENFP                    24763
88    Jack_White.txt                ENFP                    12890
89    Alicia_Silverstone.txt        ENFP                    7593
90    Umberto_Eco.txt               ENFP                    9141
91    Robin_Williams.txt            ENFP                    13955
92    Naomi_Klein.txt               ENFP                    7049
93    Jenna_Elfman.txt              ENFP                    6308
94    Gwen_Stefani.txt              ENFP                    8391
95    Hunter_S._Thompson.txt        ENFP                    19843
96    Sandra_Bullock.txt            ENFP                    12240
97    Oliver_Stone.txt              ENFP                    20583
98    Carly_Rae_Jepsen.txt          ENFP                    4343
99    Aldous_Huxley.txt             ENFP                    8952
100    Anne_Frank.txt                ENFP                    16885
101    Daniel_Radcliffe.txt          ENFP                    11919
102    Arianna_Huffington.txt        ENFP                    10195
103    Keira_Knightley.txt           ENFP                    16328
104    Salman_Rushdie.txt            ENFP                    15100
105    Sarah_Michelle_Gellar.txt     ENFP                    12096
106    Katie_Couric.txt              ENFP                    6988
107    Alan_Watts.txt                ENFP                    20574
108    Ralph_Nader.txt               ENFP                    15909
109    Philippe_Jaroussky.txt        ENFP                    6667
110    Mark_Twain.txt                ENFP                    23636
111    Anais_Nin.txt                 ENFP                    7700
112    Jennifer_Aniston.txt          ENFP                    11577
113    Julian_Assange.txt            ENFP                    25319
114    James_Mercer.txt              ENFP                    8877
115    Jerry_Seinfeld.txt            ENFP                    25875
116    Sharon_Stone.txt              ENFP                    25530
117    Cicero.txt                    ENFJ                    19577
118    Erich_Fromm.txt               ENFJ                    16652
119    Reese_Witherspoon.txt         ENFJ                    14213
120    Emma_Stone.txt                ENFJ                    6755
121    Joe_Biden.txt                 ENFJ                    16465
122    Oprah_Winfrey.txt             ENFJ                    18876
123    Matthieu_Ricard.txt           ENFJ                    5742
124    James_Lipton.txt              ENFJ                    19660
125    Kate_Winslet.txt              ENFJ                    31882
126    Sheryl_Sandberg.txt           ENFJ                    7941
127    Nigella_Lawson.txt            ENFJ                    22850
128    Dakota_Fanning.txt            ENFJ                    8717
129    Mikhail_Gorbachev.txt         ENFJ                    16691
130    Dr._Drew.txt                  ENFJ                    8086
131    Johann_von_Goethe.txt         ENFJ                    12926
132    Vaclav_Havel.txt              ENFJ                    12755
133    Tony_Blair.txt                ENFJ                    21593
134    Jennifer_Lawrence.txt         ENFJ                    10265
135    John_Paul_II.txt              ENFJ                    33995
136    Helena_Bonham_Carter.txt      ENFJ                    8804
137    Daniel_Goleman.txt            ENFJ                    8501
138    Charlie_Rose.txt              ENFJ                    4429
139    Neil_deGrasse_Tyson.txt       ENFJ                    12470
140    AnnaSophia_Robb.txt           ENFJ                    7197
141    Pericles.txt                  ENFJ                    11201
142    Morgan_Freeman.txt            ENFJ                    11457
143    Nelson_Mandela.txt            ENFJ                    30940
144    Erasmus_of_Rotterdam.txt      ENFJ                    16290
145    Martin_Luther_King,_Jr..txt   ENFJ                    16256
146    Bono.txt                      ENFJ                    11989
147    Michael_Moore.txt             ENFJ                    11715
148    Alfred_Adler.txt              ENFJ                    12551
149    Zack_de_la_Rocha.txt          ENFJ                    9883
150    Billy_Graham.txt              ESTJ                    17076
151    Muhammad.txt                  ESTJ                    38906
152    Nancy_Grace.txt               ESTJ                    10612
153    Laura_Schlessinger.txt        ESTJ                    9240
154    Martha_Stewart.txt            ESTJ                    14083
155    Henry_Ford.txt                ESTJ                    15161
156    Judge_Judy.txt                ESTJ                    40121
157    Jerry_Falwell.txt             ESTJ                    8504
158    Michelle_Malkin.txt           ESTJ                    8136
159    Sonia_Sotomayor.txt           ESTJ                    26813
160    Paul_of_Tarsus.txt            ESTJ                    28138
161    Alan_Dershowitz.txt           ESTJ                    10157
162    Michelle_Obama.txt            ESTJ                    10032
163    Hillary_Clinton.txt           ESTJ                    21255
164    Roger_Ebert.txt               ESTJ                    22104
165    Bernard_Montgomery.txt        ESTJ                    17781
166    Lucy_Liu.txt                  ESTJ                    8350
167    Uma_Thurman.txt               ESTJ                    12045
168    Dr._Phil.txt                  ESTJ                    8735
169    Emma_Watson.txt               ESTJ                    9601
170    Ivanka_Trump.txt              ESTJ                    4648
171    Courteney_Cox.txt             ESTJ                    6436
172    Condoleezza_Rice.txt          ESTJ                    15561
173    Ann_Coulter.txt               ESTJ                    14151
174    Kelsey_Grammer.txt            ESTJ                    15335
175    Bill_O'Reilly.txt             ESTJ                    11175
176    Tom_Clancy.txt                ESTJ                    23625
177    Alec_Baldwin.txt              ESTJ                    22233
178    Amy_Chua.txt                  ESTJ                    9352
179    Shania_Twain.txt              ESFJ                    15398
180    Harry_S._Truman.txt           ESFJ                    21439
181    Andrew_Carnegie.txt           ESFJ                    17620
182    Victoria_Beckham.txt          ESFJ                    9261
183    Selena_Gomez.txt              ESFJ                    10080
184    Sarah_Jessica_Parker.txt      ESFJ                    25872
185    Jason_Segel.txt               ESFJ                    4532
186    Penelope_Cruz.txt             ESFJ                    5556
187    Andy_Rooney.txt               ESFJ                    5066
188    Lesley_Stahl.txt              ESFJ                    7753
189    Alyson_Hannigan.txt           ESFJ                    6583
190    Tyra_Banks.txt                ESFJ                    10984
191    Sarah_Palin.txt               ESFJ                    15229
192    Alicia_Keys.txt               ESFJ                    19663
193    Vin_Diesel.txt                ESFJ                    27127
194    Sam_Walton.txt                ESFJ                    19793
195    Prince_William.txt            ESFJ                    12322
196    Elton_John.txt                ESFJ                    39828
197    Francis.txt                   ESFJ                    24526
198    Woody_Harrelson.txt           ESFJ                    10131
199    John_Boehner.txt              ESFJ                    23134
200    Jennifer_Garner.txt           ESFJ                    11250
201    Gerald_Ford.txt               ESFJ                    28116
202    Barbara_Walters.txt           ESFJ                    23466
203    Mariah_Carey.txt              ESFJ                    22187
204    Anne_Hathaway.txt             ESFJ                    15539
205    Colin_Powell.txt              ESFJ                    12597
206    Randy_Jackson.txt             ESFJ                    8872
207    Regis_Philbin.txt             ESFJ                    10731
208    Laura_Harring.txt             ESFJ                    6339
209    Whitney_Houston.txt           ESFJ                    37051
210    Adam_Young.txt                ESFJ                    10034
211    Chris_Wallace.txt             ESFJ                    5097
212    Larry_King.txt                ESFJ                    32160
213    Vanessa_Hudgens.txt           ESFJ                    6633
214    Jamie_Bell.txt                ESFJ                    4366
215    Jessica_Alba.txt              ESFJ                    12003
216    Rick_Santorum.txt             ESFJ                    9581
217    Desmond_Tutu.txt              ESFJ                    16026
218    Hugh_Jackman.txt              ESFJ                    15276
219    Jenny_McCarthy.txt            ESFJ                    24258
220    Meryl_Streep.txt              ESTP                    29682
221    Robin_Thicke.txt              ESTP                    8762
222    Judi_Dench.txt                ESTP                    20856
223    Bret_Easton_Ellis.txt         ESTP                    22727
224    George_S._Patton.txt          ESTP                    21441
225    Ben_Affleck.txt               ESTP                    16975
226    Alfred_Hitchcock.txt          ESTP                    23214
227    Douglas_MacArthur.txt         ESTP                    21523
228    Marquis_de_Sade.txt           ESTP                    16000
229    Camilla_Parker_Bowles.txt     ESTP                    26858
230    Madonna.txt                   ESTP                    31032
231    Andrew_Jackson.txt            ESTP                    16075
232    Glenn_Close.txt               ESTP                    9114
233    Dale_Carnegie.txt             ESTP                    4958
234    Jack_Nicholson.txt            ESTP                    32642
235    Ernest_Hemingway.txt          ESTP                    16121
236    Donald_Trump.txt              ESTP                    14655
237    Lyndon_B._Johnson.txt         ESTP                    22466
238    Megan_Fox.txt                 ESTP                    14477
239    Milla_Jovovich.txt            ESTP                    9482
240    Angelina_Jolie.txt            ESTP                    18258
241    Franklin_D._Roosevelt.txt     ESTP                    27073
242    Theodore_Roosevelt.txt        ESTP                    20324
243    Mila_Kunis.txt                ESTP                    8167
244    Taylor_Swift.txt              ESTP                    19303
245    Helen_Mirren.txt              ESTP                    10693
246    Sasha_Grey.txt                ESTP                    14023
247    Malcolm_X.txt                 ESTP                    12591
248    George_W._Bush.txt            ESTP                    30037
249    James_Randi.txt               ESTP                    14514
250    Glenn_Beck.txt                ESTP                    24752
251    David_Cameron.txt             ESTP                    18331
252    James_Deen.txt                ESTP                    10461
253    Peter_Schiff.txt              ESTP                    9375
254    Winston_Churchill.txt         ESTP                    19432
255    Alexander_the_Great.txt       ESTP                    14896
256    Amy_Winehouse.txt             ESTP                    15351
257    Anna_Wintour.txt              ESTP                    16125
258    Epicurus.txt                  ESTP                    35518
259    Kevin_Spacey.txt              ESTP                    14435
260    Stephen_R._Covey.txt          ESTP                    6014
261    L._Ron_Hubbard.txt            ESTP                    40594
262    Ryan_Seacrest.txt             ESTP                    7249
263    Traci_Lords.txt               ESTP                    24137
264    Nicki_Minaj.txt               ESFP                    10208
