S.No    Name                         Category                    WordCount
1    Diablo_Cody.txt               ENTP                    5617
2    Kevin_Barnes.txt              ENTP                    6066
3    Hugh_Grant.txt                ENTP                    16851
4    Terry_Gilliam.txt             ENTP                    16090
5    Catherine_the_Great.txt       ENTP                    13865
6    Gillian_Anderson.txt          ENTP                    6358
7    Jon_Stewart.txt               ENTP                    15267
8    Jeremy_Clarkson.txt           ENTP                    10174
9    Murray_Rothbard.txt           ENTP                    16253
10    Karl_Popper.txt               ENTP                    18761
11    Sacha_Baron_Cohen.txt         ENTP                    9403
12    Rowan_Atkinson.txt            ENTP                    7224
13    Henry_Kissinger.txt           ENTP                    11845
14    Karl_Lagerfeld.txt            ENTP                    13284
15    Matthew_Inman.txt             ENTP                    7077
16    Socrates.txt                  ENTP                    9531
17    John_Cleese.txt               ENTP                    15565
18    Celine_Dion.txt               ENTP                    30090
19    Elizabeth_Olsen.txt           ENTP                    4364
20    Werner_Heisenberg.txt         ENTP                    16513
21    Rose_McGowan.txt              ENTP                    11377
22    Steve_Wozniak.txt             ENTP                    13852
23    Barack_Obama.txt              ENTP                    25045
24    Robert_Downey_Jr..txt         ENTP                    30232
25    Benjamin_Franklin.txt         ENTP                    43827
26    John_Stuart_Mill.txt          ENTP                    23637
27    Leonardo_da_Vinci.txt         ENTP                    14962
28    Megan_Mullally.txt            ENTP                    5744
29    Edmund_Burke.txt              ENTP                    21404
30    Salma_Hayek.txt               ENTP                    9998
31    Bill_Maher.txt                ENTP                    11926
32    David_Hume.txt                ENTP                    27582
33    Adam_Savage.txt               ENTP                    5265
34    Cedric_Bixler-Zavala.txt      ENTP                    3368
35    David_Hyde_Pierce.txt         ENTP                    19710
36    Newt_Gingrich.txt             ENTP                    27911
37    Richard_Feynman.txt           ENTP                    17655
38    Bertrand_Russell.txt          ENTP                    17643
39    Siouxsie_Sioux.txt            ENTP                    20319
40    Matthew_Perry.txt             ENTP                    21135
41    Voltaire.txt                  ENTP                    10451
42    Niccolo_Machiavelli.txt       ENTP                    5928
43    Federico_Fellini.txt          ENTP                    13786
44    Bill_Hicks.txt                ENTP                    12452
45    Stephen_Fry.txt               ENTP                    34195
46    Neil_Patrick_Harris.txt       ENTP                    7943
47    Maddox.txt                    ENTP                    13966
48    Stephen_Colbert.txt           ENTP                    26253
